,r,x,y,p,pno,tno,per,perType,actionType,actionNumber,previousAction,subType,player,shirtNumber,season,team_name
207,0,30.729999542236,74.029998779297,7,7,2,4,REGULAR,3pt,771,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
208,1,9.3599996566772,36.459999084473,4,4,2,4,REGULAR,2pt,778,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
209,0,8.1099996566772,85.330001831055,11,11,2,4,REGULAR,2pt,811,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
210,1,6.8600001335144,51.709999084473,4,4,2,4,REGULAR,2pt,819,,layup,M. Johnson,11,2019,Saskatchewan Rattlers
211,1,8.1099996566772,56.509998321533,4,4,2,4,REGULAR,2pt,828,,layup,M. Johnson,11,2019,Saskatchewan Rattlers
212,1,6.8600001335144,54.819999694824,4,4,2,4,REGULAR,2pt,836,,layup,M. Johnson,11,2019,Saskatchewan Rattlers
213,1,28.389999389648,75.440002441406,4,4,2,4,REGULAR,3pt,848,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
214,0,9.8299999237061,52.840000152588,1,1,2,4,REGULAR,2pt,880,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
215,1,95.01000213623,47.759998321533,8,8,1,1,REGULAR,2pt,7,,layup,C. Posthumus,22,2019,Saskatchewan Rattlers
216,0,79.559997558594,11.60000038147,3,3,1,1,REGULAR,3pt,10,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
217,1,92.980003356934,56.229999542236,4,4,1,1,REGULAR,2pt,12,,layup,M. Johnson,11,2019,Saskatchewan Rattlers
218,1,78.349998474121,81.220001220703,3,3,1,1,REGULAR,2pt,24,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
219,0,77.690002441406,54.540000915527,4,4,1,1,REGULAR,2pt,28,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
220,0,67.709999084473,51.150001525879,1,1,1,1,REGULAR,3pt,32,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
221,0,94.540000915527,45.5,3,3,1,1,REGULAR,2pt,43,,layup,N. Webster-Chan,14,2019,Saskatchewan Rattlers
222,0,89.550003051758,43.799999237061,8,8,1,1,REGULAR,2pt,54,,layup,C. Posthumus,22,2019,Saskatchewan Rattlers
223,1,95.319999694824,45.779998779297,10,10,1,1,REGULAR,2pt,76,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
224,0,79.879997253418,67.809997558594,1,1,1,1,REGULAR,2pt,82,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
225,0,86.73999786377,61.319999694824,11,11,1,1,REGULAR,2pt,84,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
226,1,80.339996337891,42.389999389648,1,1,1,1,REGULAR,2pt,89,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
227,0,93.449996948242,46.630001068115,10,10,1,1,REGULAR,2pt,92,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
228,0,94.540000915527,45.220001220703,10,10,1,1,REGULAR,2pt,94,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
229,1,94.230003356934,46.630001068115,11,11,1,1,REGULAR,2pt,113,,layup,S. Keith,13,2019,Saskatchewan Rattlers
230,0,84.400001525879,6.8000001907349,11,11,1,1,REGULAR,3pt,116,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
231,1,94.440002441406,97.220001220703,3,3,1,1,REGULAR,3pt,134,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
232,0,94.699996948242,44.090000152588,10,10,1,1,REGULAR,2pt,138,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
233,1,94.230003356934,54.819999694824,7,7,1,1,REGULAR,2pt,143,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
234,0,91.580001831055,68.660003662109,7,7,1,1,REGULAR,2pt,156,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
235,1,94.230003356934,42.669998168945,1,1,1,1,REGULAR,2pt,161,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
236,0,94.230003356934,54.25,8,8,1,1,REGULAR,2pt,180,,dunk,C. Posthumus,22,2019,Saskatchewan Rattlers
237,1,95.480003356934,41.259998321533,7,7,1,2,REGULAR,2pt,194,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
238,0,91.580001831055,49.450000762939,11,11,1,2,REGULAR,2pt,203,,layup,S. Keith,13,2019,Saskatchewan Rattlers
239,0,71.139999389648,70.639999389648,3,3,1,2,REGULAR,3pt,213,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
240,0,93.919998168945,45.220001220703,11,11,1,2,REGULAR,2pt,223,,layup,S. Keith,13,2019,Saskatchewan Rattlers
241,1,94.379997253418,46.349998474121,11,11,1,2,REGULAR,2pt,225,,layup,S. Keith,13,2019,Saskatchewan Rattlers
242,0,68.019996643066,52.560001373291,1,1,1,2,REGULAR,3pt,231,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
243,1,75.660003662109,84.199996948242,3,3,1,2,REGULAR,3pt,244,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
244,0,74.099998474121,18.379999160767,4,4,1,2,REGULAR,3pt,251,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
245,1,94.540000915527,54.25,11,11,1,2,REGULAR,2pt,253,,layup,S. Keith,13,2019,Saskatchewan Rattlers
246,0,82.529998779297,93.800003051758,3,3,1,2,REGULAR,3pt,256,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
247,0,91.889999389648,55.099998474121,1,1,1,2,REGULAR,2pt,258,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
248,1,94.849998474121,3.4100000858307,3,3,1,2,REGULAR,3pt,260,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
249,1,67.860000610352,55.950000762939,3,3,1,2,REGULAR,3pt,282,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
250,0,89.23999786377,64.98999786377,6,6,1,2,REGULAR,2pt,296,,jumpshot,J. Pryce,21,2019,Saskatchewan Rattlers
251,1,94.699996948242,52.279998779297,10,10,1,2,REGULAR,2pt,308,,dunk,S. Osayande,33,2019,Saskatchewan Rattlers
252,1,73.01000213623,21.770000457764,3,3,1,2,REGULAR,3pt,312,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
253,0,90.019996643066,43.240001678467,1,1,1,2,REGULAR,2pt,324,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
254,0,86.120002746582,95.779998779297,1,1,1,2,REGULAR,3pt,343,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
255,1,94.230003356934,54.819999694824,1,1,1,2,REGULAR,2pt,350,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
256,0,76.76000213623,88.150001525879,1,1,1,2,REGULAR,3pt,362,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
257,0,92.819999694824,30.239999771118,2,2,1,2,REGULAR,2pt,383,,jumpshot,M. Linklater,3,2019,Saskatchewan Rattlers
258,1,93.76000213623,55.950000762939,6,6,1,2,REGULAR,2pt,389,,layup,J. Pryce,21,2019,Saskatchewan Rattlers
259,0,10.140000343323,54.819999694824,7,7,1,3,REGULAR,2pt,418,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
260,0,23.559999465942,52.0,1,1,1,3,REGULAR,2pt,422,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
261,0,23.559999465942,86.459999084473,3,3,1,3,REGULAR,3pt,441,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
262,1,14.979999542236,44.650001525879,1,1,1,3,REGULAR,2pt,473,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
263,1,31.040000915527,33.729999542236,1,1,1,3,REGULAR,3pt,485,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
264,1,20.89999961853,44.930000305176,4,4,1,3,REGULAR,2pt,504,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
265,1,4.9899997711182,51.709999084473,10,10,1,3,REGULAR,2pt,511,,dunk,S. Osayande,33,2019,Saskatchewan Rattlers
266,0,30.579999923706,69.230003356934,4,4,1,3,REGULAR,3pt,525,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
267,1,7.0199999809265,58.770000457764,2,2,1,3,REGULAR,2pt,544,,layup,M. Linklater,3,2019,Saskatchewan Rattlers
268,0,10.609999656677,50.299999237061,3,3,1,3,REGULAR,2pt,554,,layup,N. Webster-Chan,14,2019,Saskatchewan Rattlers
269,1,6.5500001907349,47.759998321533,7,7,1,3,REGULAR,2pt,556,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
270,0,27.14999961853,77.699996948242,2,2,1,3,REGULAR,3pt,559,,jumpshot,M. Linklater,3,2019,Saskatchewan Rattlers
271,0,8.2700004577637,58.770000457764,2,2,1,3,REGULAR,2pt,593,,layup,M. Linklater,3,2019,Saskatchewan Rattlers
272,0,29.489999771118,74.589996337891,10,10,1,3,REGULAR,3pt,610,,jumpshot,S. Osayande,33,2019,Saskatchewan Rattlers
273,0,25.590000152588,71.199996948242,11,11,1,3,REGULAR,2pt,622,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
274,1,7.960000038147,55.099998474121,7,7,1,3,REGULAR,2pt,646,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
275,0,30.270000457764,30.809999465942,1,1,1,4,REGULAR,3pt,658,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
276,0,14.199999809265,4.539999961853,11,11,1,4,REGULAR,3pt,663,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
277,1,5.9299998283386,44.369998931885,11,11,1,4,REGULAR,2pt,666,,layup,S. Keith,13,2019,Saskatchewan Rattlers
278,0,6.8600001335144,49.169998168945,10,10,1,4,REGULAR,2pt,710,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
279,0,6.2399997711182,55.380001068115,10,10,1,4,REGULAR,2pt,730,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
280,0,3.9000000953674,4.8200001716614,3,3,1,4,REGULAR,3pt,734,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
281,1,6.0,50.0,10,10,1,4,REGULAR,2pt,736,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
282,0,22.14999961853,13.579999923706,1,1,1,4,REGULAR,3pt,750,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
283,0,9.5200004577637,53.119998931885,7,7,1,4,REGULAR,2pt,753,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
284,1,5.9299998283386,46.060001373291,10,10,1,4,REGULAR,2pt,755,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
285,1,25.590000152588,18.659999847412,1,1,1,4,REGULAR,3pt,758,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
286,0,6.4000000953674,3.9700000286102,3,3,1,4,REGULAR,3pt,805,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
287,0,13.880000114441,27.700000762939,4,4,1,4,REGULAR,2pt,807,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
288,1,7.8000001907349,55.950000762939,11,11,1,4,REGULAR,2pt,819,,layup,S. Keith,13,2019,Saskatchewan Rattlers
289,1,19.659999847412,50.299999237061,11,11,1,4,REGULAR,2pt,822,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
290,0,8.3199996948242,55.5,4,4,1,4,REGULAR,2pt,831,,layup,M. Johnson,11,2019,Saskatchewan Rattlers
291,0,23.39999961853,13.010000228882,15,15,2,1,REGULAR,3pt,10,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
292,1,25.89999961853,79.959999084473,7,7,2,1,REGULAR,3pt,14,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
293,0,21.219999313354,39.0,15,15,2,1,REGULAR,2pt,22,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
294,0,7.6399998664856,45.220001220703,5,5,2,1,REGULAR,2pt,30,,layup,M. Fraser,21,2019,Hamilton Honey Badgers
295,0,9.5200004577637,44.650001525879,7,7,2,1,REGULAR,2pt,32,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
296,1,25.89999961853,18.659999847412,8,8,2,1,REGULAR,3pt,38,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
297,1,6.2399997711182,54.819999694824,7,7,2,1,REGULAR,2pt,42,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
298,1,29.799999237061,88.440002441406,18,18,2,1,REGULAR,3pt,49,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
299,0,8.7399997711182,57.639999389648,5,5,2,1,REGULAR,2pt,56,,layup,M. Fraser,21,2019,Hamilton Honey Badgers
300,1,7.1799998283386,55.099998474121,5,5,2,1,REGULAR,2pt,58,,layup,M. Fraser,21,2019,Hamilton Honey Badgers
301,1,8.5799999237061,88.440002441406,18,18,2,1,REGULAR,2pt,63,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
302,0,31.979999542236,74.029998779297,7,7,2,1,REGULAR,3pt,75,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
303,1,7.4899997711182,52.279998779297,11,11,2,1,REGULAR,2pt,77,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
304,0,26.989999771118,82.790000915527,18,18,2,1,REGULAR,3pt,80,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
305,1,4.8400001525879,3.6900000572205,2,2,2,1,REGULAR,3pt,98,,jumpshot,J. Rocca,32,2019,Hamilton Honey Badgers
306,0,5.9299998283386,96.629997253418,11,11,2,1,REGULAR,3pt,102,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
307,1,29.329999923706,26.010000228882,8,8,2,1,REGULAR,3pt,115,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
308,1,8.7399997711182,76.569999694824,18,18,2,1,REGULAR,2pt,129,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
309,0,9.5200004577637,56.229999542236,18,18,2,1,REGULAR,2pt,132,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
310,1,24.180000305176,15.550000190735,18,18,2,1,REGULAR,3pt,158,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
311,1,7.6399998664856,56.509998321533,8,8,2,1,REGULAR,2pt,161,,layup,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
312,0,27.930000305176,18.659999847412,18,18,2,1,REGULAR,3pt,168,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
313,1,10.300000190735,58.209999084473,8,8,2,1,REGULAR,2pt,173,,layup,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
314,0,29.639999389648,74.029998779297,18,18,2,1,REGULAR,3pt,184,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
315,1,5.1500000953674,3.4100000858307,8,8,2,2,REGULAR,3pt,197,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
316,0,17.940000534058,93.800003051758,18,18,2,2,REGULAR,3pt,203,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
317,0,8.4200000762939,61.029998779297,15,15,2,2,REGULAR,2pt,217,,layup,M. Burnatowski,30,2019,Hamilton Honey Badgers
318,1,6.2399997711182,48.610000610352,15,15,2,2,REGULAR,2pt,219,,layup,M. Burnatowski,30,2019,Hamilton Honey Badgers
319,0,6.2399997711182,47.189998626709,5,5,2,2,REGULAR,2pt,226,,layup,M. Fraser,21,2019,Hamilton Honey Badgers
320,0,16.219999313354,59.340000152588,8,8,2,2,REGULAR,2pt,230,,layup,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
321,1,7.1799998283386,3.6900000572205,7,7,2,2,REGULAR,3pt,235,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
322,0,26.370000839233,20.360000610352,7,7,2,2,REGULAR,3pt,238,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
323,1,7.8000001907349,51.430000305176,5,5,2,2,REGULAR,2pt,241,,jumpshot,M. Fraser,21,2019,Hamilton Honey Badgers
324,1,30.889999389648,40.130001068115,15,15,2,2,REGULAR,3pt,254,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
325,0,24.959999084473,86.180000305176,18,18,2,2,REGULAR,3pt,258,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
326,0,6.0799999237061,95.220001220703,7,7,2,2,REGULAR,3pt,278,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
327,1,6.4000000953674,54.819999694824,11,11,2,2,REGULAR,2pt,280,,layup,S. Carter,15,2019,Hamilton Honey Badgers
328,0,11.229999542236,78.269996643066,15,15,2,2,REGULAR,2pt,283,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
329,0,8.7399997711182,44.369998931885,11,11,2,2,REGULAR,2pt,295,,layup,S. Carter,15,2019,Hamilton Honey Badgers
330,0,20.590000152588,53.409999847412,18,18,2,2,REGULAR,2pt,301,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
331,0,13.569999694824,59.060001373291,18,18,2,2,REGULAR,2pt,315,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
332,0,30.420000076294,63.580001831055,2,2,2,2,REGULAR,3pt,317,,jumpshot,J. Rocca,32,2019,Hamilton Honey Badgers
333,0,17.159999847412,7.9299998283386,8,8,2,2,REGULAR,3pt,319,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
334,1,3.4300000667572,3.1199998855591,2,2,2,2,REGULAR,3pt,335,,jumpshot,J. Rocca,32,2019,Hamilton Honey Badgers
335,0,9.1999998092651,55.669998168945,18,18,2,2,REGULAR,2pt,365,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
336,1,31.829999923706,50.869998931885,8,8,2,2,REGULAR,3pt,385,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
337,0,24.180000305176,16.680000305176,15,15,2,2,REGULAR,3pt,392,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
338,0,92.360000610352,41.830001831055,15,15,2,3,REGULAR,2pt,418,,layup,M. Burnatowski,30,2019,Hamilton Honey Badgers
339,0,72.230003356934,22.89999961853,7,7,2,3,REGULAR,3pt,423,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
340,1,92.51000213623,45.779998779297,18,18,2,3,REGULAR,2pt,427,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
341,1,81.279998779297,37.590000152588,8,8,2,3,REGULAR,2pt,434,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
342,1,83.870002746582,57.450000762939,18,18,2,3,REGULAR,2pt,526,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
343,1,71.610000610352,28.549999237061,18,18,2,3,REGULAR,3pt,480,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
344,1,94.540000915527,47.479999542236,11,11,2,3,REGULAR,2pt,486,,layup,S. Carter,15,2019,Hamilton Honey Badgers
345,0,90.019996643066,47.189998626709,8,8,2,3,REGULAR,2pt,491,,layup,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
346,0,72.540000915527,75.720001220703,18,18,2,3,REGULAR,3pt,501,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
347,0,92.819999694824,57.639999389648,15,15,2,3,REGULAR,2pt,519,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
348,1,87.680000305176,89.849998474121,11,11,2,3,REGULAR,2pt,547,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
349,0,90.480003356934,64.139999389648,18,18,2,3,REGULAR,2pt,566,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
350,0,69.419998168945,55.950000762939,11,11,2,3,REGULAR,3pt,584,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
351,1,95.01000213623,48.319999694824,7,7,2,3,REGULAR,2pt,626,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
352,0,95.629997253418,57.080001831055,7,7,2,3,REGULAR,2pt,629,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
353,1,77.379997253418,88.440002441406,8,8,2,3,REGULAR,3pt,638,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
354,1,72.069999694824,77.980003356934,18,18,2,4,REGULAR,3pt,662,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
355,0,76.440002441406,15.840000152588,18,18,2,4,REGULAR,3pt,664,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
356,0,94.069999694824,42.389999389648,7,7,2,4,REGULAR,2pt,668,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
357,1,83.459999084473,90.980003356934,11,11,2,4,REGULAR,3pt,675,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
358,0,93.76000213623,56.229999542236,15,15,2,4,REGULAR,2pt,711,,layup,M. Burnatowski,30,2019,Hamilton Honey Badgers
359,1,95.160003662109,40.979999542236,18,18,2,4,REGULAR,2pt,716,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
360,0,91.730003356934,79.959999084473,18,18,2,4,REGULAR,2pt,719,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
361,1,94.849998474121,47.759998321533,7,7,2,4,REGULAR,2pt,723,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
362,1,93.76000213623,54.819999694824,18,18,2,4,REGULAR,2pt,726,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
363,1,68.639999389648,32.220001220703,7,7,2,4,REGULAR,3pt,742,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
364,1,85.48999786377,94.370002746582,7,7,2,4,REGULAR,3pt,764,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
365,0,74.569999694824,83.629997253418,8,8,2,4,REGULAR,3pt,768,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
366,0,68.169998168945,74.029998779297,7,7,2,4,REGULAR,3pt,782,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
367,0,90.330001831055,56.799999237061,18,18,2,4,REGULAR,2pt,788,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
368,1,68.330001831055,55.099998474121,11,11,2,4,REGULAR,3pt,799,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
369,0,67.080001831055,53.119998931885,15,15,2,4,REGULAR,3pt,802,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
370,1,6.710000038147,53.409999847412,18,18,2,1,REGULAR,2pt,9,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
371,0,22.930000305176,86.73999786377,15,15,2,1,REGULAR,3pt,13,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
372,1,6.8600001335144,57.080001831055,5,5,2,1,REGULAR,2pt,18,,layup,M. Fraser,21,2019,Hamilton Honey Badgers
373,0,30.270000457764,66.970001220703,15,15,2,1,REGULAR,3pt,22,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
374,0,5.460000038147,45.5,15,15,2,1,REGULAR,2pt,30,,layup,M. Burnatowski,30,2019,Hamilton Honey Badgers
375,1,16.069999694824,57.930000305176,8,8,2,1,REGULAR,2pt,37,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
376,0,30.579999923706,34.479999542236,18,18,2,1,REGULAR,3pt,50,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
377,0,28.079999923706,75.720001220703,8,8,2,1,REGULAR,3pt,52,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
378,0,5.6199998855591,86.73999786377,18,18,2,1,REGULAR,2pt,74,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
379,0,4.3699998855591,95.779998779297,8,8,2,1,REGULAR,3pt,80,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
380,0,17.0,8.7700004577637,11,11,2,1,REGULAR,3pt,86,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
381,0,12.789999961853,97.76000213623,18,18,2,1,REGULAR,3pt,90,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
382,0,6.5500001907349,46.060001373291,7,7,2,1,REGULAR,2pt,97,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
383,1,31.049999237061,37.869998931885,7,7,2,1,REGULAR,3pt,114,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
384,1,7.0199999809265,55.099998474121,18,18,2,1,REGULAR,2pt,118,,layup,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
385,0,31.829999923706,71.769996643066,7,7,2,1,REGULAR,3pt,136,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
386,1,5.3000001907349,53.689998626709,11,11,2,1,REGULAR,2pt,140,,layup,S. Carter,15,2019,Hamilton Honey Badgers
387,0,27.610000610352,25.440000534058,11,11,2,1,REGULAR,3pt,153,,jumpshot,S. Carter,15,2019,Hamilton Honey Badgers
388,1,15.130000114441,21.200000762939,8,8,2,1,REGULAR,2pt,155,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
389,0,7.4899997711182,27.979999542236,2,2,2,1,REGULAR,2pt,158,,jumpshot,J. Rocca,32,2019,Hamilton Honey Badgers
390,1,27.610000610352,81.940002441406,18,18,2,1,REGULAR,3pt,174,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
391,0,6.8600001335144,47.189998626709,7,7,2,1,REGULAR,2pt,178,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
392,1,14.470000267029,88.360000610352,18,18,2,1,REGULAR,2pt,182,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
393,0,28.860000610352,80.23999786377,7,7,2,2,REGULAR,3pt,191,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
394,1,5.9299998283386,55.099998474121,7,7,2,2,REGULAR,2pt,202,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
395,1,6.2399997711182,54.540000915527,14,14,2,2,REGULAR,2pt,211,,layup,K. Post,50,2019,Hamilton Honey Badgers
396,0,7.0199999809265,55.099998474121,7,7,2,2,REGULAR,2pt,221,,layup,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
397,1,4.3699998855591,95.779998779297,15,15,2,2,REGULAR,3pt,239,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
398,0,29.950000762939,34.759998321533,15,15,2,2,REGULAR,3pt,254,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
399,0,17.469999313354,8.4899997711182,8,8,2,2,REGULAR,3pt,271,,jumpshot,D. Denzel-Dyson,22,2019,Hamilton Honey Badgers
400,1,32.919998168945,55.950000762939,15,15,2,2,REGULAR,3pt,280,,jumpshot,M. Burnatowski,30,2019,Hamilton Honey Badgers
401,0,31.049999237061,72.900001525879,18,18,2,2,REGULAR,3pt,285,,jumpshot,X. Rathan-Mayes,24,2019,Hamilton Honey Badgers
402,0,32.450000762939,69.230003356934,7,7,2,2,REGULAR,3pt,310,,jumpshot,R. Tarrant Jr.,2,2019,Hamilton Honey Badgers
